dataset,model,mean_rmse,min_rmse,max_rmse,std_rmse,mean_mae,min_mae,max_mae,std_mae,mean_r2,min_r2,max_r2,std_r2,n_seeds,n_train,n_test,n_features,n_intermediates,n_targets
energy_efficiency,two_stage_mlp,1.626368474960327,1.1496723890304563,2.788459539413452,0.6728590908220932,1.17126407623291,0.8177165985107422,2.1080596446990967,0.5354576936847829,0.9659945607185364,0.9107428193092346,0.984812080860138,0.031212666269333424,5,491,154,8,1,1
energy_efficiency,random_forest,1.77524360419302,1.540618897384784,1.9271408338276363,0.1691634604073542,1.0980066888825317,0.922651962808745,1.261478859867173,0.15342145585307962,0.9641717576831944,0.9584058222593044,0.9744105492496214,0.006637124823318112,5,491,154,8,1,1
energy_efficiency,prism_z_acp_random_forest,1.7963559559051443,1.6212272529302325,2.01314725982192,0.16700267995447823,1.1608306046120414,1.0255254754239136,1.320310416956347,0.12412187872095193,0.9634509463019828,0.9564621111241632,0.9685853718652772,0.006115769731471085,5,491,154,8,1,1
energy_efficiency,prism_z_random_forest,1.9226183148738385,1.8430381847803132,2.0890982973679164,0.10076550236806324,1.2374581845503692,1.1489999517219962,1.3254912814546944,0.07763718329680357,0.9582376953427889,0.9531149883534554,0.962422745458471,0.004067430170334806,5,491,154,8,1,1
energy_efficiency,ftt_mlp,2.567687843304889,2.3749357909178563,2.747009816890242,0.13981139913106513,1.9817421907308308,1.7994965574710144,2.148996631009373,0.1351602950185456,0.9255694629396214,0.9189343814381976,0.935253211115721,0.0065905430131050526,5,491,154,8,1,1
household_power_consumption,oracle_mlp,0.053213242441415745,0.0530695766210556,0.0533757321536541,0.00013160693956504,0.03480719774961466,0.0344679467380046,0.0351769626140594,0.00029708968493321084,0.3611975908279419,0.3572934865951538,0.3646453619003296,0.003160344337601493,5,19133,10251,9,3,1
household_power_consumption,prism,0.05547411292791362,0.0548924878239631,0.0558531060814857,0.0003797679280687086,0.03884317502379412,0.0385614894330501,0.038950826972723,0.00016034485623646976,0.3057402729988098,0.2962480187416076,0.3202475905418396,0.009485634795440063,5,19133,10251,9,3,1
household_power_consumption,lightgbm,0.05766001726746443,0.0575805471648002,0.057770746166458,7.616792929186871e-05,0.040850436930887704,0.0407792604072612,0.0409648197649042,7.040187355050563e-05,0.2499760943057936,0.2470937113413684,0.252043209666679,0.0019820327813486653,5,19133,10251,9,3,1
household_power_consumption,xgboost,0.058049320968425376,0.0579036522247772,0.0582331581628481,0.00016204028263353709,0.04153746259508824,0.0414243277242075,0.0416655741562811,0.00011315631396114988,0.23981033905787882,0.2349925606322528,0.243625551964292,0.004245544227741048,5,19133,10251,9,3,1
household_power_consumption,random_forest,0.059060378642234325,0.0588865834285714,0.059139083163769,0.00010016250924279005,0.0418993869322402,0.0417573874746711,0.0420067067706639,0.00010519182554799786,0.21310204505338765,0.2110052579904813,0.217728180120502,0.002666443278078646,5,19133,10251,9,3,1
household_power_consumption,simple_mlp,0.060065943747758824,0.0563926920294761,0.0626042708754539,0.003150117653722318,0.04220109656453128,0.0384642109274864,0.0446524061262607,0.0031930856649316115,0.18428936004638669,0.1158357858657836,0.2825847268104553,0.08455156010831141,5,19133,10251,9,3,1
household_power_consumption,prism_z_acp_xgboost,0.06038456935415112,0.0602262598652535,0.0605969368789204,0.00014150574744875317,0.04353884805280386,0.0434609942657647,0.0436597051427884,7.427260786671363e-05,0.17741872673652356,0.1716262775611789,0.1817297566836211,0.003857240772640952,5,19133,10251,9,3,1
household_power_consumption,prism_z_xgboost,0.06072937400325638,0.0606585654020244,0.0608284958389035,6.69906385090953e-05,0.04379846018696378,0.0437222008054738,0.0438625520344348,6.120929373960564e-05,0.1680006343670289,0.1652832555143129,0.1699405389513879,0.00183606715736988,5,19133,10251,9,3,1
household_power_consumption,prism_z_acp_lightgbm,0.0608432191593223,0.0607258499746996,0.0610977840225387,0.00014964961164503268,0.04377072486852028,0.0436762666275245,0.0439089441497442,0.00010468986752768506,0.16487509843900844,0.1578763024812228,0.1680980564843822,0.004113379281174221,5,19133,10251,9,3,1
household_power_consumption,prism_z_random_forest,0.060931383816128934,0.060765760113602,0.0610825473936186,0.00014942341498530654,0.044332920058805035,0.0442415426486756,0.0443964874929277,5.8063673055881864e-05,0.16245309909687017,0.158296269475751,0.1670041448911912,0.004106683585934306,5,19133,10251,9,3,1
