dataset,seed,recoverability_model,n_rows,n_train,n_val,n_test,n_features,n_intermediates,n_targets,oracle_gain_pct,dropped_all_nan_cols,split_group_col,train_val_group_overlap,train_test_group_overlap,val_test_group_overlap,target_constant_within_group,macro_r2,macro_std_rmse,macro_std_mae,acp_r2_json,acp_std_rmse_json
household_power_consumption,5,random_forest,34168,19133,4784,10251,9,3,1,11.408630046870389,,,0,0,0,False,0.48156963346106263,0.6476104666143131,0.311127161083332,"{""intermediate_sub_metering_1"": 0.3382163455263809, ""intermediate_sub_metering_2"": 0.34757130450410323, ""intermediate_sub_metering_3"": 0.7589212503527039}","{""intermediate_sub_metering_1"": 0.7615627016463145, ""intermediate_sub_metering_2"": 0.6669774054680215, ""intermediate_sub_metering_3"": 0.5142912927286032}"
household_power_consumption,5,ridge,34168,19133,4784,10251,9,3,1,11.408630046870389,,,0,0,0,False,0.42070093750953674,0.687680721282959,0.41831597685813904,"{""intermediate_sub_metering_1"": 0.3648309111595154, ""intermediate_sub_metering_2"": 0.20426464080810547, ""intermediate_sub_metering_3"": 0.6930073499679565}","{""intermediate_sub_metering_1"": 0.746091902256012, ""intermediate_sub_metering_2"": 0.7365952730178833, ""intermediate_sub_metering_3"": 0.5803549289703369}"
concrete_slump_test,1,random_forest,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.18036564943858174,0.8937442429067277,0.7432047918617111,"{""intermediate_flow"": 0.20058866281502252, ""intermediate_slump"": 0.16014263606214096}","{""intermediate_flow"": 0.9217776583459106, ""intermediate_slump"": 0.8657108274675447}"
concrete_slump_test,1,ridge,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.3820700943470001,0.7724543809890747,0.6417503356933594,"{""intermediate_flow"": 0.46504729986190796, ""intermediate_slump"": 0.2990928888320923}","{""intermediate_flow"": 0.7540475130081177, ""intermediate_slump"": 0.7908613085746765}"
concrete_slump_test,2,random_forest,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.4666029763539277,0.8964395295965881,0.6550943145992938,"{""intermediate_flow"": 0.4641837426684754, ""intermediate_slump"": 0.46902221003938005}","{""intermediate_flow"": 0.8728822124912406, ""intermediate_slump"": 0.9199968467019355}"
concrete_slump_test,2,ridge,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.2974768579006195,1.0285447835922241,0.8322182893753052,"{""intermediate_flow"": 0.39028722047805786, ""intermediate_slump"": 0.20466649532318115}","{""intermediate_flow"": 0.931130051612854, ""intermediate_slump"": 1.1259595155715942}"
concrete_slump_test,3,random_forest,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.17551580384935916,0.8722230707575372,0.6471185443461461,"{""intermediate_flow"": 0.20170159706091562, ""intermediate_slump"": 0.1493300106378027}","{""intermediate_flow"": 0.8496114323106932, ""intermediate_slump"": 0.8948347092043812}"
concrete_slump_test,3,ridge,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.23316451907157898,0.8407307863235474,0.6899060606956482,"{""intermediate_flow"": 0.29925018548965454, ""intermediate_slump"": 0.16707885265350342}","{""intermediate_flow"": 0.7960112690925598, ""intermediate_slump"": 0.8854503035545349}"
concrete_slump_test,4,random_forest,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.20259151304771306,0.8981378528657493,0.6419356478574272,"{""intermediate_flow"": 0.2238369775254594, ""intermediate_slump"": 0.18134604856996672}","{""intermediate_flow"": 0.8302203641392794, ""intermediate_slump"": 0.9660553415922194}"
concrete_slump_test,4,ridge,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.18141576647758484,0.9102845191955566,0.6971626281738281,"{""intermediate_flow"": 0.21509534120559692, ""intermediate_slump"": 0.14773619174957275}","{""intermediate_flow"": 0.8348824977874756, ""intermediate_slump"": 0.9856866002082825}"
concrete_slump_test,5,random_forest,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.7093011309638574,0.48955470163114334,0.3751775000656315,"{""intermediate_flow"": 0.723309390073807, ""intermediate_slump"": 0.6952928718539078}","{""intermediate_flow"": 0.4841853868122635, ""intermediate_slump"": 0.49492401645002326}"
concrete_slump_test,5,ridge,103,65,17,21,7,2,1,-13.522703969088184,,,0,0,0,False,0.47266146540641785,0.6566803455352783,0.5645651817321777,"{""intermediate_flow"": 0.5613095164299011, ""intermediate_slump"": 0.38401341438293457}","{""intermediate_flow"": 0.6096682548522949, ""intermediate_slump"": 0.7036923766136169}"
wine_quality,1,random_forest,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.7096683876380928,0.5240197316178626,0.37529222597214384,"{""intermediate_alcohol"": 0.6614725181302235, ""intermediate_density"": 0.8879923277188816, ""intermediate_ph"": 0.5795403170651732}","{""intermediate_alcohol"": 0.5866608042744613, ""intermediate_density"": 0.325546313840496, ""intermediate_ph"": 0.6598520767386306}"
wine_quality,1,ridge,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.5027194619178772,0.6858642101287842,0.5377654433250427,"{""intermediate_alcohol"": 0.3295629620552063, ""intermediate_density"": 0.8112863302230835, ""intermediate_ph"": 0.36730921268463135}","{""intermediate_alcohol"": 0.8255988955497742, ""intermediate_density"": 0.4225621223449707, ""intermediate_ph"": 0.8094316124916077}"
wine_quality,2,random_forest,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.7143130881093196,0.5274918350600994,0.38113131077446155,"{""intermediate_alcohol"": 0.6752670304606514, ""intermediate_density"": 0.8867465628006661, ""intermediate_ph"": 0.5809256710666416}","{""intermediate_alcohol"": 0.5674993248955003, ""intermediate_density"": 0.33949559378985433, ""intermediate_ph"": 0.6754805864949438}"
wine_quality,2,ridge,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.49923601746559143,0.6972057223320007,0.5474637150764465,"{""intermediate_alcohol"": 0.3068588376045227, ""intermediate_density"": 0.8064455986022949, ""intermediate_ph"": 0.38440364599227905}","{""intermediate_alcohol"": 0.829111635684967, ""intermediate_density"": 0.4438231885433197, ""intermediate_ph"": 0.8186822533607483}"
wine_quality,3,random_forest,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.7191810347399858,0.515729542552373,0.37534703078698994,"{""intermediate_alcohol"": 0.6588735183192461, ""intermediate_density"": 0.8873898601269551, ""intermediate_ph"": 0.6112797257737566}","{""intermediate_alcohol"": 0.5941533582351262, ""intermediate_density"": 0.33176528783071807, ""intermediate_ph"": 0.6212699815912748}"
wine_quality,3,ridge,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.5041453242301941,0.6858330368995667,0.539732813835144,"{""intermediate_alcohol"": 0.31360405683517456, ""intermediate_density"": 0.8001173138618469, ""intermediate_ph"": 0.3987146019935608}","{""intermediate_alcohol"": 0.8428071141242981, ""intermediate_density"": 0.4420076310634613, ""intermediate_ph"": 0.7726843357086182}"
wine_quality,4,random_forest,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.715718779610493,0.504286960319539,0.36447632283641956,"{""intermediate_alcohol"": 0.6564891066945207, ""intermediate_density"": 0.887179068880562, ""intermediate_ph"": 0.6034881632563964}","{""intermediate_alcohol"": 0.5677731434673895, ""intermediate_density"": 0.31760606804118696, ""intermediate_ph"": 0.6274816694500406}"
wine_quality,4,ridge,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.4834219217300415,0.6795333027839661,0.5376594066619873,"{""intermediate_alcohol"": 0.28963494300842285, ""intermediate_density"": 0.7942397594451904, ""intermediate_ph"": 0.36639106273651123}","{""intermediate_alcohol"": 0.8164796829223633, ""intermediate_density"": 0.4289184510707855, ""intermediate_ph"": 0.7932016849517822}"
wine_quality,5,random_forest,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.709531788851686,0.5187409465608758,0.37721521715813083,"{""intermediate_alcohol"": 0.6426882851922433, ""intermediate_density"": 0.8940063608825956, ""intermediate_ph"": 0.5919007204802192}","{""intermediate_alcohol"": 0.6022554154290823, ""intermediate_density"": 0.32866283424928167, ""intermediate_ph"": 0.6253045900042632}"
wine_quality,5,ridge,6497,4157,1040,1300,10,3,1,6.462011903270877,,ID_row,0,0,0,True,0.49281761050224304,0.6865213513374329,0.5418428778648376,"{""intermediate_alcohol"": 0.29734885692596436, ""intermediate_density"": 0.8123266696929932, ""intermediate_ph"": 0.368777334690094}","{""intermediate_alcohol"": 0.8445531129837036, ""intermediate_density"": 0.4373326897621155, ""intermediate_ph"": 0.7776783108711243}"
superconductivity,1,random_forest,21263,13608,3402,4253,77,81,1,2.1374606386524024,"feature_element_Ar,feature_element_At,feature_element_He,feature_element_Kr,feature_element_Ne,feature_element_Pm,feature_element_Po,feature_element_Rn,feature_element_Xe",,0,0,0,False,0.9300965867414689,0.2520508429431499,0.09548900255686385,"{""intermediate_descriptor_entropy_Density"": 0.8982982013967397, ""intermediate_descriptor_entropy_ElectronAffinity"": 0.9063549786462555, ""intermediate_descriptor_entropy_FusionHeat"": 0.9225972465451332, ""intermediate_descriptor_entropy_ThermalConductivity"": 0.895465008594869, ""intermediate_descriptor_entropy_Valence"": 0.9300172634161696, ""intermediate_descriptor_entropy_atomic_mass"": 0.9164937954912553, ""intermediate_descriptor_entropy_atomic_radius"": 0.9198922980461648, ""intermediate_descriptor_entropy_fie"": 0.923498705177968, ""intermediate_descriptor_gmean_Density"": 0.9634894905806061, ""intermediate_descriptor_gmean_ElectronAffinity"": 0.8768503735765487, ""intermediate_descriptor_gmean_FusionHeat"": 0.9345754251874627, ""intermediate_descriptor_gmean_ThermalConductivity"": 0.9255788569798454, ""intermediate_descriptor_gmean_Valence"": 0.9512662151909951, ""intermediate_descriptor_gmean_atomic_mass"": 0.9234419055937784, ""intermediate_descriptor_gmean_atomic_radius"": 0.9327142627759963, ""intermediate_descriptor_gmean_fie"": 0.8900950519385822, ""intermediate_descriptor_mean_Density"": 0.942787323845587, ""intermediate_descriptor_mean_ElectronAffinity"": 0.9073646026114869, ""intermediate_descriptor_mean_FusionHeat"": 0.9622483860728882, ""intermediate_descriptor_mean_ThermalConductivity"": 0.9201144567776116, ""intermediate_descriptor_mean_Valence"": 0.9617130612665175, ""intermediate_descriptor_mean_atomic_mass"": 0.915264211291087, ""intermediate_descriptor_mean_atomic_radius"": 0.9064460045273158, ""intermediate_descriptor_mean_fie"": 0.9199497745149299, ""intermediate_descriptor_number_of_elements"": 0.9580729970953064, ""intermediate_descriptor_range_Density"": 0.8888339749283578, ""intermediate_descriptor_range_ElectronAffinity"": 0.9423577577109415, ""intermediate_descriptor_range_FusionHeat"": 0.9452014202029208, ""intermediate_descriptor_range_ThermalConductivity"": 0.9824687492243188, ""intermediate_descriptor_range_Valence"": 0.8810440560309574, ""intermediate_descriptor_range_atomic_mass"": 0.9076246160880519, ""intermediate_descriptor_range_atomic_radius"": 0.9730901022437553, ""intermediate_descriptor_range_fie"": 0.9839203700868921, ""intermediate_descriptor_std_Density"": 0.8677818889968762, ""intermediate_descriptor_std_ElectronAffinity"": 0.9227848492358158, ""intermediate_descriptor_std_FusionHeat"": 0.9494881190289765, ""intermediate_descriptor_std_ThermalConductivity"": 0.975305328874841, ""intermediate_descriptor_std_Valence"": 0.8548187532755, ""intermediate_descriptor_std_atomic_mass"": 0.8655893734713042, ""intermediate_descriptor_std_atomic_radius"": 0.9556889164264245, ""intermediate_descriptor_std_fie"": 0.9750176767955552, ""intermediate_descriptor_wtd_entropy_Density"": 0.9082343177197161, ""intermediate_descriptor_wtd_entropy_ElectronAffinity"": 0.8916123718136204, ""intermediate_descriptor_wtd_entropy_FusionHeat"": 0.9365778483674507, ""intermediate_descriptor_wtd_entropy_ThermalConductivity"": 0.909221262643215, ""intermediate_descriptor_wtd_entropy_Valence"": 0.9383275715603032, ""intermediate_descriptor_wtd_entropy_atomic_mass"": 0.9426634412714588, ""intermediate_descriptor_wtd_entropy_atomic_radius"": 0.9458090713401142, ""intermediate_descriptor_wtd_entropy_fie"": 0.9204375210464941, ""intermediate_descriptor_wtd_gmean_Density"": 0.9648337973589347, ""intermediate_descriptor_wtd_gmean_ElectronAffinity"": 0.904620041399955, ""intermediate_descriptor_wtd_gmean_FusionHeat"": 0.9625169446992459, ""intermediate_descriptor_wtd_gmean_ThermalConductivity"": 0.94496599324703, ""intermediate_descriptor_wtd_gmean_Valence"": 0.9697568916217614, ""intermediate_descriptor_wtd_gmean_atomic_mass"": 0.9486610875216461, ""intermediate_descriptor_wtd_gmean_atomic_radius"": 0.9751192533365335, ""intermediate_descriptor_wtd_gmean_fie"": 0.9600475274158431, ""intermediate_descriptor_wtd_mean_Density"": 0.94777517642042, ""intermediate_descriptor_wtd_mean_ElectronAffinity"": 0.928597895435218, ""intermediate_descriptor_wtd_mean_FusionHeat"": 0.9735087100091776, ""intermediate_descriptor_wtd_mean_ThermalConductivity"": 0.9473210980888087, ""intermediate_descriptor_wtd_mean_Valence"": 0.974616799237196, ""intermediate_descriptor_wtd_mean_atomic_mass"": 0.9408420605677902, ""intermediate_descriptor_wtd_mean_atomic_radius"": 0.9573532905405293, ""intermediate_descriptor_wtd_mean_fie"": 0.973867818983255, ""intermediate_descriptor_wtd_range_Density"": 0.865794646652418, ""intermediate_descriptor_wtd_range_ElectronAffinity"": 0.9163708887649893, ""intermediate_descriptor_wtd_range_FusionHeat"": 0.9490951525841458, ""intermediate_descriptor_wtd_range_ThermalConductivity"": 0.9332931880084488, ""intermediate_descriptor_wtd_range_Valence"": 0.8670230399404102, ""intermediate_descriptor_wtd_range_atomic_mass"": 0.8590880891607838, ""intermediate_descriptor_wtd_range_atomic_radius"": 0.859708158659455, ""intermediate_descriptor_wtd_range_fie"": 0.9256744621591823, ""intermediate_descriptor_wtd_std_Density"": 0.8922286275425909, ""intermediate_descriptor_wtd_std_ElectronAffinity"": 0.9353805019652315, ""intermediate_descriptor_wtd_std_FusionHeat"": 0.943011313517345, ""intermediate_descriptor_wtd_std_ThermalConductivity"": 0.985324114006706, ""intermediate_descriptor_wtd_std_Valence"": 0.9025402277567129, ""intermediate_descriptor_wtd_std_atomic_mass"": 0.9028924346928179, ""intermediate_descriptor_wtd_std_atomic_radius"": 0.9715606317915767, ""intermediate_descriptor_wtd_std_fie"": 0.9859444074478642}","{""intermediate_descriptor_entropy_Density"": 0.31397828045733767, ""intermediate_descriptor_entropy_ElectronAffinity"": 0.3011268380661358, ""intermediate_descriptor_entropy_FusionHeat"": 0.2718210325956823, ""intermediate_descriptor_entropy_ThermalConductivity"": 0.3222522304799644, ""intermediate_descriptor_entropy_Valence"": 0.2596822148268432, ""intermediate_descriptor_entropy_atomic_mass"": 0.2824263987045024, ""intermediate_descriptor_entropy_atomic_radius"": 0.27795629890342044, ""intermediate_descriptor_entropy_fie"": 0.27215207041917755, ""intermediate_descriptor_gmean_Density"": 0.18525649668260544, ""intermediate_descriptor_gmean_ElectronAffinity"": 0.3510729502900082, ""intermediate_descriptor_gmean_FusionHeat"": 0.2525861114077173, ""intermediate_descriptor_gmean_ThermalConductivity"": 0.26456498651601534, ""intermediate_descriptor_gmean_Valence"": 0.2164490490226474, ""intermediate_descriptor_gmean_atomic_mass"": 0.26286758526066173, ""intermediate_descriptor_gmean_atomic_radius"": 0.25524454685196524, ""intermediate_descriptor_gmean_fie"": 0.3303568545982558, ""intermediate_descriptor_mean_Density"": 0.2298629745168765, ""intermediate_descriptor_mean_ElectronAffinity"": 0.3035233285718654, ""intermediate_descriptor_mean_FusionHeat"": 0.19101682700208153, ""intermediate_descriptor_mean_ThermalConductivity"": 0.27716584499423697, ""intermediate_descriptor_mean_Valence"": 0.19216551684735678, ""intermediate_descriptor_mean_atomic_mass"": 0.27840381604167524, ""intermediate_descriptor_mean_atomic_radius"": 0.3013891528559049, ""intermediate_descriptor_mean_fie"": 0.2832923038122994, ""intermediate_descriptor_number_of_elements"": 0.20223242837466693, ""intermediate_descriptor_range_Density"": 0.33208811881524514, ""intermediate_descriptor_range_ElectronAffinity"": 0.24038295092201342, ""intermediate_descriptor_range_FusionHeat"": 0.23118890762313118, ""intermediate_descriptor_range_ThermalConductivity"": 0.13199124711277985, ""intermediate_descriptor_range_Valence"": 0.3437702581959842, ""intermediate_descriptor_range_atomic_mass"": 0.3010847612959818, ""intermediate_descriptor_range_atomic_radius"": 0.16199833611316203, ""intermediate_descriptor_range_fie"": 0.12704306897270953, ""intermediate_descriptor_std_Density"": 0.36331163986585385, ""intermediate_descriptor_std_ElectronAffinity"": 0.2776816763761525, ""intermediate_descriptor_std_FusionHeat"": 0.21930812221732252, ""intermediate_descriptor_std_ThermalConductivity"": 0.1570708885374408, ""intermediate_descriptor_std_Valence"": 0.37617372552773504, ""intermediate_descriptor_std_atomic_mass"": 0.36252139267045624, ""intermediate_descriptor_std_atomic_radius"": 0.20715031484844967, ""intermediate_descriptor_std_fie"": 0.15832674826901183, ""intermediate_descriptor_wtd_entropy_Density"": 0.298352989288622, ""intermediate_descriptor_wtd_entropy_ElectronAffinity"": 0.3250512207737407, ""intermediate_descriptor_wtd_entropy_FusionHeat"": 0.24883895657489305, ""intermediate_descriptor_wtd_entropy_ThermalConductivity"": 0.2985543852568947, ""intermediate_descriptor_wtd_entropy_Valence"": 0.24394974742165756, ""intermediate_descriptor_wtd_entropy_atomic_mass"": 0.23558631277136985, ""intermediate_descriptor_wtd_entropy_atomic_radius"": 0.23061303495661084, ""intermediate_descriptor_wtd_entropy_fie"": 0.2775216996997042, ""intermediate_descriptor_wtd_gmean_Density"": 0.1826124760128762, ""intermediate_descriptor_wtd_gmean_ElectronAffinity"": 0.30847650179004804, ""intermediate_descriptor_wtd_gmean_FusionHeat"": 0.188522604193346, ""intermediate_descriptor_wtd_gmean_ThermalConductivity"": 0.22934396266415133, ""intermediate_descriptor_wtd_gmean_Valence"": 0.17120742757558566, ""intermediate_descriptor_wtd_gmean_atomic_mass"": 0.21581864433149164, ""intermediate_descriptor_wtd_gmean_atomic_radius"": 0.15647587947458955, ""intermediate_descriptor_wtd_gmean_fie"": 0.19836994711509595, ""intermediate_descriptor_wtd_mean_Density"": 0.2205295810032898, ""intermediate_descriptor_wtd_mean_ElectronAffinity"": 0.26476155518687783, ""intermediate_descriptor_wtd_mean_FusionHeat"": 0.15750239379837813, ""intermediate_descriptor_wtd_mean_ThermalConductivity"": 0.22338150802767986, ""intermediate_descriptor_wtd_mean_Valence"": 0.15704565608840163, ""intermediate_descriptor_wtd_mean_atomic_mass"": 0.23067306633974416, ""intermediate_descriptor_wtd_mean_atomic_radius"": 0.20357836547578292, ""intermediate_descriptor_wtd_mean_fie"": 0.16094081398818078, ""intermediate_descriptor_wtd_range_Density"": 0.35688891684580065, ""intermediate_descriptor_wtd_range_ElectronAffinity"": 0.28089497016466786, ""intermediate_descriptor_wtd_range_FusionHeat"": 0.21371716757247114, ""intermediate_descriptor_wtd_range_ThermalConductivity"": 0.2523765736119477, ""intermediate_descriptor_wtd_range_Valence"": 0.3624257282057957, ""intermediate_descriptor_wtd_range_atomic_mass"": 0.35853933118012954, ""intermediate_descriptor_wtd_range_atomic_radius"": 0.3742841257132768, ""intermediate_descriptor_wtd_range_fie"": 0.2683183260522478, ""intermediate_descriptor_wtd_std_Density"": 0.3330868521643241, ""intermediate_descriptor_wtd_std_ElectronAffinity"": 0.2550493362434793, ""intermediate_descriptor_wtd_std_FusionHeat"": 0.23525433019013775, ""intermediate_descriptor_wtd_std_ThermalConductivity"": 0.12099206844037083, ""intermediate_descriptor_wtd_std_Valence"": 0.31002689151982543, ""intermediate_descriptor_wtd_std_atomic_mass"": 0.310377577549883, ""intermediate_descriptor_wtd_std_atomic_radius"": 0.16740267085320087, ""intermediate_descriptor_wtd_std_fie"": 0.1188363868152378}"
