dataset,model,mean_rmse,std_rmse,mean_mae,mean_r2,std_r2,n_seeds,n_train,n_test,n_features,n_intermediates,n_targets
occupancy_detection,prism_z_random_forest,0.24077079109707453,0.0029867793143964895,0.06711559454494703,0.6850796816820754,0.007805295333016278,5,6514,12417,4,5,1
occupancy_detection,prism_z_xgboost,0.2410438993629242,0.0031190747216633887,0.06829668552929077,0.6843614210149036,0.008205602699482766,5,6514,12417,4,5,1
occupancy_detection,prism,0.24144046306610106,0.003927494191419245,0.06969678103923797,0.6832973599433899,0.010288909035559304,5,6514,12417,4,5,1
occupancy_detection,prism_z_lightgbm,0.2422194316394763,0.003130023322870136,0.06968208377576633,0.6812753930080873,0.008270236539237199,5,6514,12417,4,5,1
occupancy_detection,two_stage_mlp,0.24296033680438994,0.004494814372402299,0.0675480455160141,0.6792775988578796,0.011864988635840752,5,6514,12417,4,5,1
occupancy_detection,xgboost,0.24444884754070664,0.0012574633384494793,0.10524576810560356,0.6754177234390463,0.0033434526538540063,5,6514,12417,4,5,1
occupancy_detection,random_forest,0.2510889685952783,0.0005134304959374751,0.06675559805412261,0.65755065618715,0.0014010683011130406,5,6514,12417,4,5,1
occupancy_detection,cnn_mlp,0.26378850155332034,0.03774235423836299,0.08216850295764558,0.6158452557207376,0.11620643796217553,5,6514,12417,4,5,1
occupancy_detection,lightgbm,0.26899748088140674,0.005808199698862304,0.10939136876366144,0.6068140452982357,0.017058958432673906,5,6514,12417,4,5,1
robot_execution_failures,prism,0.19325631558895112,0.00329761581831706,0.0984289214015007,-10351421286.4,7127086069.71584,5,296,93,6,12,16
robot_execution_failures,oracle_mlp,0.19573553204536437,0.00509211351625927,0.10358644723892212,-14142677760.0,6550632901.817763,5,296,93,6,12,16
robot_execution_failures,simple_mlp,0.19755550920963288,0.006240155583825432,0.10240948498249054,-8844227916.8,5556369936.546325,5,296,93,6,12,16
robot_execution_failures,ftt_mlp,0.19787616965410434,0.0042494360354116915,0.10086129256107668,-10830748818.618977,7561395161.202366,5,296,93,6,12,16
robot_execution_failures,two_stage_mlp,0.19823787212371827,0.004398529826074867,0.10462397336959839,-8728592678.4,4627642756.515534,5,296,93,6,12,16
robot_execution_failures,cnn_mlp,0.2036024451995099,0.006310811505332084,0.10585695742182624,-5394474232.811819,3692753078.47859,5,296,93,6,12,16
robot_execution_failures,lightgbm,0.21788955934949722,0.004111038031377613,0.09738370900896527,-37079120310.72255,27135091877.770172,5,296,93,6,12,16
robot_execution_failures,prism_z_random_forest,0.21897635133385934,0.003190579813388346,0.08757798343662658,-50159708436.5806,26428554284.100563,5,296,93,6,12,16
robot_execution_failures,prism_z_acp_random_forest,0.2190485188061011,0.003428635921530527,0.08704620207970487,-49273059376.027725,25291307582.98922,5,296,93,6,12,16
robot_execution_failures,random_forest,0.22036735428371315,0.0034496773378837006,0.08727280229135632,-50861726228.62007,32429291549.97116,5,296,93,6,12,16
robot_execution_failures,prism_z_acp_lightgbm,0.2291653708192994,0.0024343626251799835,0.09227121676453681,-49586263995.7549,37451110927.81024,5,296,93,6,12,16
robot_execution_failures,prism_z_lightgbm,0.22917158308526409,0.0024484887229192336,0.09277020622125842,-49608833310.13288,37245367844.20445,5,296,93,6,12,16
robot_execution_failures,prism_z_xgboost,0.23852852069480118,0.005935755137439223,0.09386115525927584,-84567279084.0708,63928604196.72816,5,296,93,6,12,16
robot_execution_failures,prism_z_acp_xgboost,0.23910003875532823,0.005209398837759822,0.0943019298974317,-88744391314.8101,66207670714.68789,5,296,93,6,12,16
robot_execution_failures,xgboost,0.24134677641596142,0.003227301318310503,0.09555603120965357,-91978786900.43794,72209800473.00224,5,296,93,6,12,16
room_occupancy_estimation,prism_z_random_forest,0.05074680804545735,0.011522630205643362,0.004884673655593591,0.9966471672753816,0.001434497680104021,5,6482,2026,4,16,1
room_occupancy_estimation,prism_z_acp_lightgbm,0.05197168180631386,0.010758762829480913,0.0072203084087532595,0.9965054190703139,0.0013872534750484933,5,6482,2026,4,16,1
room_occupancy_estimation,prism_z_lightgbm,0.05201563993110857,0.011105229743031764,0.007221396616525336,0.9965033026862974,0.0013297614381552268,5,6482,2026,4,16,1
room_occupancy_estimation,prism_z_xgboost,0.053987704084237545,0.013764058073152924,0.0074792056016954895,0.9961724579899409,0.0017791684237748807,5,6482,2026,4,16,1
room_occupancy_estimation,prism_z_acp_random_forest,0.05443152998017773,0.015653819353758813,0.004997572486617962,0.9960581086237685,0.002124180897073996,5,6482,2026,4,16,1
room_occupancy_estimation,prism_z_acp_xgboost,0.054929317845872,0.010961653378736879,0.0070128142558772005,0.996103075871314,0.001484498605599124,5,6482,2026,4,16,1
room_occupancy_estimation,two_stage_mlp,0.056535737961530684,0.02790578921417276,0.013394660502672195,0.9951090931892395,0.005401956659093575,5,6482,2026,4,16,1
room_occupancy_estimation,random_forest,0.062034902718464645,0.014084280365681694,0.005947973711131043,0.9949293982292298,0.002448097440918991,5,6482,2026,4,16,1
room_occupancy_estimation,lightgbm,0.07537966186441497,0.016144137615039172,0.020699483623234573,0.9926393775459023,0.002853698962776707,5,6482,2026,4,16,1
room_occupancy_estimation,oracle_mlp,0.0755846805870533,0.02537290228837154,0.02280881591141224,0.992216169834137,0.0053520767360067814,5,6482,2026,4,16,1
room_occupancy_estimation,prism,0.08822598457336425,0.002861144369833,0.02785288989543915,0.9901883959770202,0.0007571299899327889,5,6482,2026,4,16,1
room_occupancy_estimation,cnn_mlp,0.09748530538010662,0.01819720977349582,0.031664111098043214,0.9877799471655996,0.0041436934059031144,5,6482,2026,4,16,1
room_occupancy_estimation,xgboost,0.09770758893643056,0.014523647107575092,0.045977105140253396,0.9877538233601199,0.003818302737985757,5,6482,2026,4,16,1
room_occupancy_estimation,ftt_mlp,0.11042104172878223,0.015220637695377563,0.04504094469857667,0.9844142636498336,0.004486404309326523,5,6482,2026,4,16,1
room_occupancy_estimation,simple_mlp,0.12840803265571593,0.004980869057038994,0.05010159686207771,0.9792015671730041,0.0019450582306893879,5,6482,2026,4,16,1
sensorless_drive_diagnosis,oracle_mlp,0.021785514056682588,0.002159412413316086,0.0023384253261610867,0.9928618788719177,0.0013776692086133718,5,37445,11702,16,32,11
sensorless_drive_diagnosis,simple_mlp,0.03676018342375755,0.0020229676385162283,0.0049683268181979654,0.978711974620819,0.002055562870862497,5,37445,11702,16,32,11
sensorless_drive_diagnosis,prism,0.03808327242732048,0.0033474709013775025,0.006729037873446942,0.9776827335357666,0.0032098269036227897,5,37445,11702,16,32,11
sensorless_drive_diagnosis,lightgbm,0.04032611191738829,0.0006018012034443089,0.007944737999122414,0.9761912626448023,0.0005861933277429805,5,37445,11702,16,32,11
sensorless_drive_diagnosis,random_forest,0.045790018262816604,0.0013967367598285187,0.006980225430288499,0.9677329198452187,0.0015356716997010687,5,37445,11702,16,32,11
sensorless_drive_diagnosis,two_stage_mlp,0.04581485241651535,0.0009577720165006281,0.00610043229535222,0.9681071400642395,0.0016219494230593973,5,37445,11702,16,32,11
sensorless_drive_diagnosis,ftt_mlp,0.05440990567393979,0.003927199268292,0.008971009564122999,0.9558713983728337,0.005975476778153673,5,37445,11702,16,32,11
sensorless_drive_diagnosis,prism_z_acp_lightgbm,0.05771993431623742,0.0016724212017409585,0.01594168794716839,0.9544300134524908,0.0021305114783674245,5,37445,11702,16,32,11
sensorless_drive_diagnosis,xgboost,0.05943266307926354,0.0003206019812857469,0.02219340893664101,0.9447146362652077,0.0009956524659038956,5,37445,11702,16,32,11
sensorless_drive_diagnosis,prism_z_lightgbm,0.06054791571311857,0.0014719345897364988,0.0170259835502203,0.9495701404571426,0.0019230582205192704,5,37445,11702,16,32,11
sensorless_drive_diagnosis,prism_z_acp_random_forest,0.061427393892145764,0.0024153004706258616,0.01396360449730756,0.9487158982053854,0.0037543541596789516,5,37445,11702,16,32,11
sensorless_drive_diagnosis,prism_z_random_forest,0.06409995252357022,0.002069677354962867,0.014889330714223423,0.9437948381073911,0.003288153663559877,5,37445,11702,16,32,11
sensorless_drive_diagnosis,cnn_mlp,0.06732932328456478,0.005581758045922795,0.01342552226190825,0.9306836398041728,0.010775792960420463,5,37445,11702,16,32,11
sensorless_drive_diagnosis,prism_z_acp_xgboost,0.06782189010542738,0.0016174172849842674,0.024502198464747816,0.9370649982366921,0.0024116752477546894,5,37445,11702,16,32,11
sensorless_drive_diagnosis,prism_z_xgboost,0.07075153722580926,0.0016707498251971405,0.02565255102382812,0.9310799314139928,0.0024948598560044434,5,37445,11702,16,32,11
servo,oracle_mlp,0.6625520408153533,0.198954911695629,0.3698233485221863,0.809238052368164,0.09643045809407683,5,106,34,10,2,1
servo,cnn_mlp,1.5858445026783254,0.25344781308891234,1.122847924165663,-0.014878853211953947,0.03921964697673933,5,106,34,10,2,1
servo,lightgbm,1.633076740084639,0.22570872755337218,1.217831851978127,-0.08409394953658852,0.10536060354710376,5,106,34,10,2,1
servo,ftt_mlp,1.6492339263200126,0.27844031404006153,1.1992646435973953,-0.09619580032764294,0.09377029798428202,5,106,34,10,2,1
servo,prism,1.6871436357498169,0.2240662727853082,1.2592263102531434,-0.1563093662261963,0.06543914078787828,5,106,34,10,2,1
servo,two_stage_mlp,1.7381248235702516,0.1381640090208215,1.34498028755188,-0.2675279498100281,0.3108605629276942,5,106,34,10,2,1
servo,simple_mlp,1.7413542509078979,0.14665276092823648,1.3134083032608033,-0.30362831354141234,0.5156548223867726,5,106,34,10,2,1
servo,prism_z_acp_xgboost,1.806278353730012,0.13694284334810128,1.3605567221555954,-0.36688287141266035,0.31099224150230814,5,106,34,10,2,1
servo,prism_z_xgboost,1.8088062958950981,0.132321720057996,1.3668895136693964,-0.3721884900723678,0.31771127861278914,5,106,34,10,2,1
servo,prism_z_acp_lightgbm,1.8122852375627132,0.10303756050148762,1.3675339375145006,-0.37772733662810004,0.314850833815145,5,106,34,10,2,1
servo,prism_z_lightgbm,1.8123380618042109,0.1030598913205446,1.367725501436801,-0.3777945371987492,0.3147814045626884,5,106,34,10,2,1
servo,random_forest,1.8289389772762257,0.10995332078206617,1.369277022335847,-0.4048754769700322,0.3282164595173965,5,106,34,10,2,1
servo,prism_z_acp_random_forest,1.831790656039183,0.10672779442890305,1.375123296283209,-0.4113292704732383,0.33919928575904895,5,106,34,10,2,1
servo,prism_z_random_forest,1.8319185917566791,0.10688584764517467,1.3755865692418499,-0.41156154885157825,0.3394189445345029,5,106,34,10,2,1
servo,xgboost,1.834861248432955,0.11944210408459244,1.373999623448334,-0.4160904599408391,0.34227146233939665,5,106,34,10,2,1
tennessee_eastman,oracle_mlp,0.24874522984027864,0.003772401559452039,0.1971106320619583,0.6333613634109497,0.0123482308328672,5,959,300,9,18,5
tennessee_eastman,xgboost,0.3121528045800931,0.003682148101572167,0.2498547890694247,0.5677507192737001,0.006562337652296321,5,959,300,9,18,5
tennessee_eastman,lightgbm,0.32789503552895427,0.006624763216705664,0.26246900572014387,0.5389193436968367,0.012172358681401018,5,959,300,9,18,5
tennessee_eastman,random_forest,0.35516477478660957,0.007587311322259164,0.2804110329625311,0.4911788795129479,0.014270368742438491,5,959,300,9,18,5
tennessee_eastman,two_stage_mlp,0.39280920624732973,0.006847365112374302,0.313730263710022,0.3298275113105774,0.02946758279540578,5,959,300,9,18,5
tennessee_eastman,prism,0.3961325466632843,0.0030579363743877953,0.31499491930007933,0.33735511302947996,0.034513702392313286,5,959,300,9,18,5
tennessee_eastman,simple_mlp,0.39657498002052305,0.0026491551550130643,0.3148012399673462,0.3355023682117462,0.03120846797180128,5,959,300,9,18,5
tennessee_eastman,prism_z_xgboost,0.39934411481680354,0.0066178149949758696,0.3169350409727693,0.3231075941772715,0.02988871386001004,5,959,300,9,18,5
tennessee_eastman,prism_z_acp_xgboost,0.40173514714446357,0.007861355218778744,0.3192682356475671,0.31545838684967575,0.027306292472677025,5,959,300,9,18,5
tennessee_eastman,prism_z_lightgbm,0.40248851267303126,0.007040906632557467,0.3184402285006332,0.31216701905949373,0.024770291458979465,5,959,300,9,18,5
tennessee_eastman,prism_z_acp_lightgbm,0.4079524823369537,0.0048174887098274095,0.3224818079159696,0.2967485797731019,0.031778843448817845,5,959,300,9,18,5
tennessee_eastman,prism_z_random_forest,0.4133777460479539,0.007270789452869883,0.32920797517461853,0.33834533771854686,0.016357272918514017,5,959,300,9,18,5
tennessee_eastman,prism_z_acp_random_forest,0.418113557383642,0.007051024011831096,0.333172507825244,0.33800265104491906,0.02268877049442428,5,959,300,9,18,5
tennessee_eastman,cnn_mlp,0.4585575807681922,0.01710678947066483,0.36310501168202286,0.23491408919939788,0.0407894229252446,5,959,300,9,18,5
tennessee_eastman,ftt_mlp,0.47498539019649816,0.009088238939266134,0.38143319672781456,0.22911528297542424,0.02990877489462789,5,959,300,9,18,5
wall_following_robot,oracle_mlp,0.18194617033004762,0.008129701465220773,0.06287036091089249,0.7917326331138611,0.018094400793653403,5,3491,1092,8,16,4
wall_following_robot,random_forest,0.19185201992769618,0.006791641983370878,0.09255494805440038,0.761251997685138,0.01832129073657043,5,3491,1092,8,16,4
wall_following_robot,lightgbm,0.19490032751723907,0.005415465875985649,0.10316859906251459,0.7536020983557584,0.01745674196821627,5,3491,1092,8,16,4
wall_following_robot,xgboost,0.20955094660213547,0.004658464893563593,0.12518836539063333,0.7179626584051155,0.01683217769051282,5,3491,1092,8,16,4
wall_following_robot,prism_z_random_forest,0.23879791266155967,0.0037099352108783804,0.13022161412060435,0.6340439938025529,0.010918932137952664,5,3491,1092,8,16,4
wall_following_robot,prism_z_lightgbm,0.2394421839567326,0.004954103541853593,0.12640433731324405,0.6308690636252633,0.010381037121320175,5,3491,1092,8,16,4
wall_following_robot,prism_z_acp_random_forest,0.24061123281300278,0.004101349242034544,0.12324145577904608,0.6288699088990153,0.012952598129457525,5,3491,1092,8,16,4
wall_following_robot,prism_z_acp_lightgbm,0.24119105530298493,0.0063726120157303,0.1209377598850268,0.6230874684277133,0.013764722941853618,5,3491,1092,8,16,4
wall_following_robot,prism_z_acp_xgboost,0.24553562756870811,0.004989104339134916,0.13610234038635316,0.6140214204115891,0.010167940765534322,5,3491,1092,8,16,4
wall_following_robot,prism_z_xgboost,0.2470449610573211,0.003966730724978757,0.14685743154182948,0.6122546455188745,0.00798735085968103,5,3491,1092,8,16,4
wall_following_robot,prism,0.24913448393344878,0.008783922497157514,0.12208084613084794,0.6031139612197876,0.028291139336115764,5,3491,1092,8,16,4
wall_following_robot,cnn_mlp,0.2536269065570219,0.0013936287046547122,0.13277082629353848,0.587818391257119,0.018489853437037393,5,3491,1092,8,16,4
wall_following_robot,simple_mlp,0.2628065049648285,0.004537714225939743,0.14442926943302153,0.5601326704025269,0.01921234241020203,5,3491,1092,8,16,4
wall_following_robot,two_stage_mlp,0.26403350830078126,0.004476656176185074,0.12644477486610411,0.5509600639343262,0.01875027817642745,5,3491,1092,8,16,4
wall_following_robot,ftt_mlp,0.2654888127233626,0.0070404219807441715,0.11913318050214691,0.5464693911713457,0.037885212534433395,5,3491,1092,8,16,4
