dataset,seed,model,n_rows,n_train,n_val,n_test,n_features,n_intermediates,n_targets,mean_rmse,mean_mae,mean_r2,target_rmse_json,target_r2_json,dropped_all_nan_cols,split_group_col,train_val_group_overlap,train_test_group_overlap,val_test_group_overlap,target_constant_within_group,mean_mse,target_mse_json
hydraulic_systems,3,prism_z_acp_lightgbm,2205,1411,353,441,23,44,4,2.466444657635614,0.9004910520095082,0.9725715366699592,"{""target_cooler_condition"": 3.8483422544175214, ""target_hydraulic_accumulator"": 4.153404994103391, ""target_internal_pump_leakage"": 0.0778939701363827, ""target_valve_condition"": 1.7861374118851612}","{""target_cooler_condition"": 0.9915986621468311, ""target_hydraulic_accumulator"": 0.9354680628949185, ""target_internal_pump_leakage"": 0.9910503761928553, ""target_valve_condition"": 0.9721690454452329}",feature_ps2_min,,0,0,0,False,8.814216369224438,"{""target_cooler_condition"": 14.809738107135331, ""target_hydraulic_accumulator"": 17.250773045042987, ""target_internal_pump_leakage"": 0.0060674705836076806, ""target_valve_condition"": 3.190286854135822}"
hydraulic_systems,3,prism_z_random_forest,2205,1411,353,441,23,44,4,2.758677618502189,1.2355940399600067,0.9620978066588448,"{""target_cooler_condition"": 4.092709015780171, ""target_hydraulic_accumulator"": 4.592812174360528, ""target_internal_pump_leakage"": 0.11548522709348334, ""target_valve_condition"": 2.2337040567745765}","{""target_cooler_condition"": 0.9904978297443338, ""target_hydraulic_accumulator"": 0.9210915503931287, ""target_internal_pump_leakage"": 0.98032793429488, ""target_valve_condition"": 0.956473912203037}",feature_ps2_min,,0,0,0,False,10.711740351932653,"{""target_cooler_condition"": 16.750267087848297, ""target_hydraulic_accumulator"": 21.093923668954282, ""target_internal_pump_leakage"": 0.013336837676833418, ""target_valve_condition"": 4.989433813251201}"
hydraulic_systems,3,prism_z_xgboost,2205,1411,353,441,23,44,4,2.583559485764459,0.9927589046117008,0.969336258423272,"{""target_cooler_condition"": 3.891110557824315, ""target_hydraulic_accumulator"": 4.3677262097958, ""target_internal_pump_leakage"": 0.07223811895467894, ""target_valve_condition"": 2.003163056483042}","{""target_cooler_condition"": 0.9914108890580233, ""target_hydraulic_accumulator"": 0.928636366515864, ""target_internal_pump_leakage"": 0.9923028498562079, ""target_valve_condition"": 0.9649949282629936}",feature_ps2_min,,0,0,0,False,9.558913548409405,"{""target_cooler_condition"": 15.140741373211853, ""target_hydraulic_accumulator"": 19.077032243737182, ""target_internal_pump_leakage"": 0.005218345830110344, ""target_valve_condition"": 4.012662230858483}"
hydraulic_systems,3,prism_z_lightgbm,2205,1411,353,441,23,44,4,2.496712629316632,0.9315721045919396,0.971322784293639,"{""target_cooler_condition"": 3.8583459727647855, ""target_hydraulic_accumulator"": 4.235432621753624, ""target_internal_pump_leakage"": 0.08491799617094156, ""target_valve_condition"": 1.808153926577178}","{""target_cooler_condition"": 0.9915549270273774, ""target_hydraulic_accumulator"": 0.9328939471001448, ""target_internal_pump_leakage"": 0.9893635531118472, ""target_valve_condition"": 0.9714787099351867}",feature_ps2_min,,0,0,0,False,9.025588706808794,"{""target_cooler_condition"": 14.886833645550238, ""target_hydraulic_accumulator"": 17.938889493414777, ""target_internal_pump_leakage"": 0.007211066073688046, ""target_valve_condition"": 3.269420622196467}"
hydraulic_systems,4,simple_mlp,2205,1411,353,441,23,44,4,2.464983940124512,1.4066376686096191,0.9762403964996338,"{""target_cooler_condition"": 4.583361625671387, ""target_hydraulic_accumulator"": 4.002370357513428, ""target_internal_pump_leakage"": 0.0911196917295456, ""target_valve_condition"": 1.183083415031433}","{""target_cooler_condition"": 0.9880439639091492, ""target_hydraulic_accumulator"": 0.941584050655365, ""target_internal_pump_leakage"": 0.9875802993774414, ""target_valve_condition"": 0.9877530932426453}",feature_ps2_min,,0,0,0,False,9.608540358880637,"{""target_cooler_condition"": 21.007203791677057, ""target_hydraulic_accumulator"": 16.018968478702163, ""target_internal_pump_leakage"": 0.00830279822088742, ""target_valve_condition"": 1.3996863669224382}"
hydraulic_systems,4,random_forest,2205,1411,353,441,23,44,4,2.5100397618333785,0.89667640843642,0.9745181938538316,"{""target_cooler_condition"": 4.410700838888375, ""target_hydraulic_accumulator"": 3.9592607412513017, ""target_internal_pump_leakage"": 0.0888575671528351, ""target_valve_condition"": 1.581339900041003}","{""target_cooler_condition"": 0.9889277876841946, ""target_hydraulic_accumulator"": 0.9428356559220551, ""target_internal_pump_leakage"": 0.9881892937433848, ""target_valve_condition"": 0.9781200380656916}",feature_ps2_min,,0,0,0,False,9.409639763521609,"{""target_cooler_condition"": 19.454281890170616, ""target_hydraulic_accumulator"": 15.675745617213806, ""target_internal_pump_leakage"": 0.0078956672403206, ""target_valve_condition"": 2.5006358794616896}"
hydraulic_systems,4,xgboost,2205,1411,353,441,23,44,4,2.3057795660385323,0.9940687235597564,0.9750825053226,"{""target_cooler_condition"": 3.661612066554276, ""target_hydraulic_accumulator"": 4.352526050844072, ""target_internal_pump_leakage"": 0.08952943430404973, ""target_valve_condition"": 1.1194507124517317}","{""target_cooler_condition"": 0.9923693090992726, ""target_hydraulic_accumulator"": 0.9309156341034173, ""target_internal_pump_leakage"": 0.9880100129997059, ""target_valve_condition"": 0.989035065088004}",feature_ps2_min,,0,0,0,False,8.403267841606917,"{""target_cooler_condition"": 13.407402925935877, ""target_hydraulic_accumulator"": 18.944483023276295, ""target_internal_pump_leakage"": 0.008015519606803157, ""target_valve_condition"": 1.2531698976086896}"
hydraulic_systems,4,lightgbm,2205,1411,353,441,23,44,4,2.344582471834559,1.0073677893175623,0.9774819956643516,"{""target_cooler_condition"": 4.186781514602938, ""target_hydraulic_accumulator"": 4.152485096146662, ""target_internal_pump_leakage"": 0.07815226820768983, ""target_valve_condition"": 0.9609110083809448}","{""target_cooler_condition"": 0.9900234634816757, ""target_hydraulic_accumulator"": 0.937119906014109, ""target_internal_pump_leakage"": 0.9908637030741764, ""target_valve_condition"": 0.9919209100874455}",feature_ps2_min,,0,0,0,False,8.925432416948679,"{""target_cooler_condition"": 17.52913945102087, ""target_hydraulic_accumulator"": 17.243132473720152, ""target_internal_pump_leakage"": 0.006107777026006687, ""target_valve_condition"": 0.9233499660276842}"
hydraulic_systems,4,cnn_mlp,2205,1411,353,441,23,44,4,3.283127171168412,2.1249769405891947,0.9449394420891536,"{""target_cooler_condition"": 4.7190190662073555, ""target_hydraulic_accumulator"": 5.454182358066664, ""target_internal_pump_leakage"": 0.14059480668931879, ""target_valve_condition"": 2.8187124537103094}","{""target_cooler_condition"": 0.9873257384646571, ""target_hydraulic_accumulator"": 0.8915183390594763, ""target_internal_pump_leakage"": 0.9704317521905426, ""target_valve_condition"": 0.9304819386419394}",feature_ps2_min,,0,0,0,False,14.995538234660943,"{""target_cooler_condition"": 22.26914094722854, ""target_hydraulic_accumulator"": 29.748105195045632, ""target_internal_pump_leakage"": 0.019766899668006918, ""target_valve_condition"": 7.945139896701593}"
hydraulic_systems,4,ftt_mlp,2205,1411,353,441,23,44,4,3.6552940073294913,2.036401821065853,0.9176961361002328,"{""target_cooler_condition"": 4.848731564533208, ""target_hydraulic_accumulator"": 5.580233797289119, ""target_internal_pump_leakage"": 0.20557995224969472, ""target_valve_condition"": 3.9866307152459437}","{""target_cooler_condition"": 0.9866194032280102, ""target_hydraulic_accumulator"": 0.886446164573316, ""target_internal_pump_leakage"": 0.9367808644372858, ""target_valve_condition"": 0.8609381121623191}",feature_ps2_min,,0,0,0,False,17.64617364845444,"{""target_cooler_condition"": 23.510197784900647, ""target_hydraulic_accumulator"": 31.13900923240774, ""target_internal_pump_leakage"": 0.04226311676698676, ""target_valve_condition"": 15.893224459742385}"
hydraulic_systems,4,two_stage_mlp,2205,1411,353,441,23,44,4,2.414559841156006,1.3088037967681885,0.9765255451202391,"{""target_cooler_condition"": 4.289161682128906, ""target_hydraulic_accumulator"": 3.950213670730591, ""target_internal_pump_leakage"": 0.08564277738332748, ""target_valve_condition"": 1.3332208395004272}","{""target_cooler_condition"": 0.9895296096801758, ""target_hydraulic_accumulator"": 0.9430965781211853, ""target_internal_pump_leakage"": 0.9890284538269043, ""target_valve_condition"": 0.9844474792480469}",feature_ps2_min,,0,0,0,False,8.946477118016468,"{""target_cooler_condition"": 18.39690793544287, ""target_hydraulic_accumulator"": 15.604188044426849, ""target_internal_pump_leakage"": 0.00733468531793019, ""target_valve_condition"": 1.777477806878224}"
hydraulic_systems,4,oracle_mlp,2205,1411,353,441,23,44,4,1.486713171005249,1.1230218410491943,0.987797200679779,"{""target_cooler_condition"": 2.1896588802337646, ""target_hydraulic_accumulator"": 2.434217691421509, ""target_internal_pump_leakage"": 0.08609774708747864, ""target_valve_condition"": 1.2368781566619873}","{""target_cooler_condition"": 0.9972711801528931, ""target_hydraulic_accumulator"": 0.9783919453620911, ""target_internal_pump_leakage"": 0.9889115691184998, ""target_valve_condition"": 0.9866140484809875}",feature_ps2_min,,0,0,0,False,3.0643255443742845,"{""target_cooler_condition"": 4.794606011786584, ""target_hydraulic_accumulator"": 5.92541576922946, ""target_internal_pump_leakage"": 0.007412822053539436, ""target_valve_condition"": 1.5298675744275556}"
hydraulic_systems,4,prism,2205,1411,353,441,23,44,4,2.359361171722412,1.0175062417984009,0.9800774455070496,"{""target_cooler_condition"": 4.643077850341797, ""target_hydraulic_accumulator"": 3.5134782791137695, ""target_internal_pump_leakage"": 0.08096568286418915, ""target_valve_condition"": 1.199923038482666}","{""target_cooler_condition"": 0.9877303838729858, ""target_hydraulic_accumulator"": 0.9549835324287415, ""target_internal_pump_leakage"": 0.9901940822601318, ""target_valve_condition"": 0.9874019622802734}",feature_ps2_min,,0,0,0,False,8.8372680705555,"{""target_cooler_condition"": 21.5581719243346, ""target_hydraulic_accumulator"": 12.344529617804255, ""target_internal_pump_leakage"": 0.006555441801664452, ""target_valve_condition"": 1.4398152982814736}"
hydraulic_systems,4,prism_z_acp_random_forest,2205,1411,353,441,23,44,4,2.8789717863863924,1.2296108755207549,0.9606994394163992,"{""target_cooler_condition"": 4.651034842673979, ""target_hydraulic_accumulator"": 5.0726159575554135, ""target_internal_pump_leakage"": 0.13436871515373136, ""target_valve_condition"": 1.6578676301624458}","{""target_cooler_condition"": 0.9876882897355219, ""target_hydraulic_accumulator"": 0.9061658369748931, ""target_internal_pump_leakage"": 0.9729925637090504, ""target_valve_condition"": 0.9759510672461316}",feature_ps2_min,,0,0,0,False,12.532534447841424,"{""target_cooler_condition"": 21.63212510776736, ""target_hydraulic_accumulator"": 25.731432652845825, ""target_internal_pump_leakage"": 0.018054951612064597, ""target_valve_condition"": 2.748525079140444}"
hydraulic_systems,4,prism_z_acp_xgboost,2205,1411,353,441,23,44,4,2.701876152788204,0.9765219700461512,0.9678132572226938,"{""target_cooler_condition"": 4.661834430329079, ""target_hydraulic_accumulator"": 4.58069252345571, ""target_internal_pump_leakage"": 0.12015403033511526, ""target_valve_condition"": 1.4448236270329111}","{""target_cooler_condition"": 0.9876310483837714, ""target_hydraulic_accumulator"": 0.923482759500727, ""target_internal_pump_leakage"": 0.9784044774420302, ""target_valve_condition"": 0.9817347435642465}",feature_ps2_min,,0,0,0,False,11.20434913862075,"{""target_cooler_condition"": 21.732700255801646, ""target_hydraulic_accumulator"": 20.982743994443037, ""target_internal_pump_leakage"": 0.0144369910057718, ""target_valve_condition"": 2.0875153132325366}"
hydraulic_systems,4,prism_z_acp_lightgbm,2205,1411,353,441,23,44,4,2.924401023782868,0.9562357892940035,0.96662935880386,"{""target_cooler_condition"": 5.467512211880518, ""target_hydraulic_accumulator"": 4.713474462528454, ""target_internal_pump_leakage"": 0.11012964231721724, ""target_valve_condition"": 1.4064877784052825}","{""target_cooler_condition"": 0.9829863018283695, ""target_hydraulic_accumulator"": 0.9189824073857286, ""target_internal_pump_leakage"": 0.9818575686308602, ""target_valve_condition"": 0.9826911573704822}",feature_ps2_min,,0,0,0,False,13.525216926222708,"{""target_cooler_condition"": 29.89368978706259, ""target_hydraulic_accumulator"": 22.2168415089079, ""target_internal_pump_leakage"": 0.012128538116918205, ""target_valve_condition"": 1.978207870803427}"
hydraulic_systems,4,prism_z_random_forest,2205,1411,353,441,23,44,4,2.8913064624491343,1.2554479897384634,0.9610683973233184,"{""target_cooler_condition"": 4.715406413612675, ""target_hydraulic_accumulator"": 5.080888437619476, ""target_internal_pump_leakage"": 0.1304117788289422, ""target_valve_condition"": 1.6385192197354435}","{""target_cooler_condition"": 0.9873451366390463, ""target_hydraulic_accumulator"": 0.9058595357681793, ""target_internal_pump_leakage"": 0.9745597913446203, ""target_valve_condition"": 0.9765091255414275}",feature_ps2_min,,0,0,0,False,12.688059356643652,"{""target_cooler_condition"": 22.235057645539555, ""target_hydraulic_accumulator"": 25.815427315535278, ""target_internal_pump_leakage"": 0.017007232057328937, ""target_valve_condition"": 2.6847452334424466}"
hydraulic_systems,4,prism_z_xgboost,2205,1411,353,441,23,44,4,2.684406635634571,0.9976118202945792,0.9674285854965328,"{""target_cooler_condition"": 4.386483174431268, ""target_hydraulic_accumulator"": 4.714783369467208, ""target_internal_pump_leakage"": 0.10929439895865707, ""target_valve_condition"": 1.5270655996811509}","{""target_cooler_condition"": 0.9890490414218182, ""target_hydraulic_accumulator"": 0.918937404823829, ""target_internal_pump_leakage"": 0.98213171611958, ""target_valve_condition"": 0.979596179620904}",feature_ps2_min,,0,0,0,False,10.953572867986614,"{""target_cooler_condition"": 19.241234639568614, ""target_hydraulic_accumulator"": 22.229182221004557, ""target_internal_pump_leakage"": 0.011945265643734099, ""target_valve_condition"": 2.3319293457295527}"
hydraulic_systems,4,prism_z_lightgbm,2205,1411,353,441,23,44,4,2.656461364317161,1.0426843918062878,0.9683679809469264,"{""target_cooler_condition"": 4.37656986700731, ""target_hydraulic_accumulator"": 4.683023379169587, ""target_internal_pump_leakage"": 0.10664143686067443, ""target_valve_condition"": 1.459610774231075}","{""target_cooler_condition"": 0.9890984831013604, ""target_hydraulic_accumulator"": 0.9200258433075927, ""target_internal_pump_leakage"": 0.9829886410914124, ""target_valve_condition"": 0.9813589562873403}",feature_ps2_min,,0,0,0,False,10.806726944738118,"{""target_cooler_condition"": 19.154363800796386, ""target_hydraulic_accumulator"": 21.930707969848935, ""target_internal_pump_leakage"": 0.01137239605570921, ""target_valve_condition"": 2.1304636122514387}"
hydraulic_systems,5,simple_mlp,2205,1411,353,441,23,44,4,1.967983722686768,1.3308377265930176,0.9782609939575196,"{""target_cooler_condition"": 2.750603437423706, ""target_hydraulic_accumulator"": 3.8322110176086426, ""target_internal_pump_leakage"": 0.10436591506004333, ""target_valve_condition"": 1.1847543716430664}","{""target_cooler_condition"": 0.9959205389022827, ""target_hydraulic_accumulator"": 0.946645200252533, ""target_internal_pump_leakage"": 0.9829663634300232, ""target_valve_condition"": 0.9875117540359497}",feature_ps2_min,,0,0,0,False,5.916548929700463,"{""target_cooler_condition"": 7.565819269967108, ""target_hydraulic_accumulator"": 14.685841283481068, ""target_internal_pump_leakage"": 0.01089224422632018, ""target_valve_condition"": 1.4036429211273571}"
hydraulic_systems,5,random_forest,2205,1411,353,441,23,44,4,2.4303347702061653,0.8093672989929337,0.9737781564480088,"{""target_cooler_condition"": 4.141304501358949, ""target_hydraulic_accumulator"": 3.596128943819325, ""target_internal_pump_leakage"": 0.10502096079671801, ""target_valve_condition"": 1.8788846748496693}","{""target_cooler_condition"": 0.9907525250388243, ""target_hydraulic_accumulator"": 0.9530165153830289, ""target_internal_pump_leakage"": 0.9827518922938312, ""target_valve_condition"": 0.968591693076351}",feature_ps2_min,,0,0,0,False,8.40594584428565,"{""target_cooler_condition"": 17.150402972975893, ""target_hydraulic_accumulator"": 12.932143380575095, ""target_internal_pump_leakage"": 0.01102940220666578, ""target_valve_condition"": 3.5302076213849474}"
hydraulic_systems,5,xgboost,2205,1411,353,441,23,44,4,1.5493145230173349,0.8219402946611256,0.9793719156654224,"{""target_cooler_condition"": 1.0452763905524518, ""target_hydraulic_accumulator"": 3.837031223404155, ""target_internal_pump_leakage"": 0.0988347439897992, ""target_valve_condition"": 1.2161157341229338}","{""target_cooler_condition"": 0.999410870028618, ""target_hydraulic_accumulator"": 0.9465108890722354, ""target_internal_pump_leakage"": 0.9847240311375448, ""target_valve_condition"": 0.9868418724232912}",feature_ps2_min,,0,0,0,False,4.3260292818564094,"{""target_cooler_condition"": 1.0926027326463617, ""target_hydraulic_accumulator"": 14.722808609378385, ""target_internal_pump_leakage"": 0.00976830661952915, ""target_valve_condition"": 1.4789374787813623}"
hydraulic_systems,5,lightgbm,2205,1411,353,441,23,44,4,1.859219874862116,0.8973989224975353,0.9800544729416848,"{""target_cooler_condition"": 2.4215467806800035, ""target_hydraulic_accumulator"": 3.6711874424743725, ""target_internal_pump_leakage"": 0.0937503608970054, ""target_valve_condition"": 1.2503949153970813}","{""target_cooler_condition"": 0.9968381987851547, ""target_hydraulic_accumulator"": 0.9510347663546727, ""target_internal_pump_leakage"": 0.9862552964389057, ""target_valve_condition"": 0.9860896301880059}",feature_ps2_min,,0,0,0,False,5.228445655855601,"{""target_cooler_condition"": 5.863888811021689, ""target_hydraulic_accumulator"": 13.477617237781523, ""target_internal_pump_leakage"": 0.008789130168318761, ""target_valve_condition"": 1.563487444450874}"
hydraulic_systems,5,cnn_mlp,2205,1411,353,441,23,44,4,2.9820137214545417,2.092560752984352,0.938794708554042,"{""target_cooler_condition"": 3.342642696491987, ""target_hydraulic_accumulator"": 4.861251537997909, ""target_internal_pump_leakage"": 0.15973785911249466, ""target_valve_condition"": 3.5644227922157774}","{""target_cooler_condition"": 0.9939753926444863, ""target_hydraulic_accumulator"": 0.9141439507831796, ""target_internal_pump_leakage"": 0.9600970319768622, ""target_valve_condition"": 0.8869624588116404}",feature_ps2_min,,0,0,0,False,11.883913184349854,"{""target_cooler_condition"": 11.17326019641122, ""target_hydraulic_accumulator"": 23.631766515687033, ""target_internal_pump_leakage"": 0.025516183633843195, ""target_valve_condition"": 12.70510984166732}"
hydraulic_systems,5,ftt_mlp,2205,1411,353,441,23,44,4,3.3183624134200107,1.644383363002976,0.9241591312973346,"{""target_cooler_condition"": 4.455898778500385, ""target_hydraulic_accumulator"": 4.342908404313084, ""target_internal_pump_leakage"": 0.1981892897439673, ""target_valve_condition"": 4.276453181122607}","{""target_cooler_condition"": 0.9892941915500743, ""target_hydraulic_accumulator"": 0.9314770498677997, ""target_internal_pump_leakage"": 0.9385743382800523, ""target_valve_condition"": 0.837290945491412}",feature_ps2_min,,0,0,0,False,14.260804534349331,"{""target_cooler_condition"": 19.855033924241226, ""target_hydraulic_accumulator"": 18.860853408253217, ""target_internal_pump_leakage"": 0.03927899456921822, ""target_valve_condition"": 18.288051810333663}"
hydraulic_systems,5,two_stage_mlp,2205,1411,353,441,23,44,4,1.9789576530456543,1.2436531782150269,0.9764059782028198,"{""target_cooler_condition"": 2.351270914077759, ""target_hydraulic_accumulator"": 4.202969074249268, ""target_internal_pump_leakage"": 0.09063098579645157, ""target_valve_condition"": 1.270959496498108}","{""target_cooler_condition"": 0.9970190525054932, ""target_hydraulic_accumulator"": 0.9358218908309937, ""target_internal_pump_leakage"": 0.9871547222137451, ""target_valve_condition"": 0.9856283068656921}",feature_ps2_min,,0,0,0,False,6.204243991952241,"{""target_cooler_condition"": 5.528474911388059, ""target_hydraulic_accumulator"": 17.664949039095745, ""target_internal_pump_leakage"": 0.008213975586436606, ""target_valve_condition"": 1.615338041738724}"
hydraulic_systems,5,oracle_mlp,2205,1411,353,441,23,44,4,1.8161039352416992,1.1268322467803955,0.9765973687171936,"{""target_cooler_condition"": 2.0483059883117676, ""target_hydraulic_accumulator"": 2.8154208660125732, ""target_internal_pump_leakage"": 0.09932968765497208, ""target_valve_condition"": 2.3013594150543213}","{""target_cooler_condition"": 0.9977377653121948, ""target_hydraulic_accumulator"": 0.9712020754814148, ""target_internal_pump_leakage"": 0.9845706224441528, ""target_valve_condition"": 0.9528791308403015}",feature_ps2_min,,0,0,0,False,4.357068404660409,"{""target_cooler_condition"": 4.195557421753847, ""target_hydraulic_accumulator"": 7.926594652778988, ""target_internal_pump_leakage"": 0.009866386849634312, ""target_valve_condition"": 5.296255157259168}"
hydraulic_systems,5,prism,2205,1411,353,441,23,44,4,1.9592399597167969,0.9998540282249452,0.9824721217155457,"{""target_cooler_condition"": 3.1265273094177246, ""target_hydraulic_accumulator"": 3.1871817111968994, ""target_internal_pump_leakage"": 0.07725172489881516, ""target_valve_condition"": 1.4459984302520752}","{""target_cooler_condition"": 0.994729220867157, ""target_hydraulic_accumulator"": 0.9630947113037109, ""target_internal_pump_leakage"": 0.9906673431396484, ""target_valve_condition"": 0.9813971519470215}",feature_ps2_min,,0,0,0,False,5.507544891503535,"{""target_cooler_condition"": 9.775173016534836, ""target_hydraulic_accumulator"": 10.158127260187996, ""target_internal_pump_leakage"": 0.005967828999842217, ""target_valve_condition"": 2.0909114602914656}"
hydraulic_systems,5,prism_z_acp_random_forest,2205,1411,353,441,23,44,4,1.956107042254454,1.072116598372563,0.9704890143030248,"{""target_cooler_condition"": 1.6311783414562722, ""target_hydraulic_accumulator"": 4.084160561580265, ""target_internal_pump_leakage"": 0.11484112976127663, ""target_valve_condition"": 1.9942481362200022}","{""target_cooler_condition"": 0.9985653309551922, ""target_hydraulic_accumulator"": 0.939398925109426, ""target_internal_pump_leakage"": 0.9793754541758254, ""target_valve_condition"": 0.9646163469716558}",feature_ps2_min,,0,0,0,False,5.832831097076364,"{""target_cooler_condition"": 2.660742781636035, ""target_hydraulic_accumulator"": 16.680367492767623, ""target_internal_pump_leakage"": 0.013188485084846376, ""target_valve_condition"": 3.9770256288169525}"
hydraulic_systems,5,prism_z_acp_xgboost,2205,1411,353,441,23,44,4,1.862731351282606,0.8905524655943325,0.974861522795392,"{""target_cooler_condition"": 1.6917256605485709, ""target_hydraulic_accumulator"": 4.178107370847267, ""target_internal_pump_leakage"": 0.1015047585079881, ""target_valve_condition"": 1.4795876152265977}","{""target_cooler_condition"": 0.9984568479897769, ""target_hydraulic_accumulator"": 0.9365788802174553, ""target_internal_pump_leakage"": 0.9838875239152611, ""target_valve_condition"": 0.9805228390590747}",feature_ps2_min,,0,0,0,False,5.629499910004615,"{""target_cooler_condition"": 2.8619357105584986, ""target_hydraulic_accumulator"": 17.456581202328266, ""target_internal_pump_leakage"": 0.010303215999764982, ""target_valve_condition"": 2.1891795111319303}"
hydraulic_systems,5,prism_z_acp_lightgbm,2205,1411,353,441,23,44,4,2.2153460583345046,0.8725963940704985,0.9756853005124442,"{""target_cooler_condition"": 3.3706617878114398, ""target_hydraulic_accumulator"": 3.879615314860078, ""target_internal_pump_leakage"": 0.10171760953650219, ""target_valve_condition"": 1.509389521129999}","{""target_cooler_condition"": 0.9938739689965026, ""target_hydraulic_accumulator"": 0.9453170364806305, ""target_internal_pump_leakage"": 0.9838198787531534, ""target_valve_condition"": 0.9797303178194899}",feature_ps2_min,,0,0,0,False,7.175344769423985,"{""target_cooler_condition"": 11.36136088781221, ""target_hydraulic_accumulator"": 15.051414991296861, ""target_internal_pump_leakage"": 0.010346472089820322, ""target_valve_condition"": 2.2782567264970477}"
hydraulic_systems,5,prism_z_random_forest,2205,1411,353,441,23,44,4,2.102520580376952,1.1292008669997542,0.9699605601556712,"{""target_cooler_condition"": 2.2033307716904815, ""target_hydraulic_accumulator"": 4.171821246238225, ""target_internal_pump_leakage"": 0.11752657664530271, ""target_valve_condition"": 1.917403726933798}","{""target_cooler_condition"": 0.9973823701473926, ""target_hydraulic_accumulator"": 0.9367695757247247, ""target_internal_pump_leakage"": 0.97839960697829, ""target_valve_condition"": 0.967290687772278}",feature_ps2_min,,0,0,0,False,6.4872521370801035,"{""target_cooler_condition"": 4.854666489478173, ""target_hydraulic_accumulator"": 17.404092510564656, ""target_internal_pump_leakage"": 0.013812496217964211, ""target_valve_condition"": 3.676437052059619}"
hydraulic_systems,5,prism_z_xgboost,2205,1411,353,441,23,44,4,1.8494199331264296,0.932656409636286,0.9744317623488,"{""target_cooler_condition"": 1.5773987513834757, ""target_hydraulic_accumulator"": 4.191612637824423, ""target_internal_pump_leakage"": 0.10231823314467504, ""target_valve_condition"": 1.526350110153145}","{""target_cooler_condition"": 0.9986583729046516, ""target_hydraulic_accumulator"": 0.9361682141526958, ""target_internal_pump_leakage"": 0.9836282333768546, ""target_valve_condition"": 0.9792722289609977}",feature_ps2_min,,0,0,0,False,5.599504251508482,"{""target_cooler_condition"": 2.488186820866148, ""target_hydraulic_accumulator"": 17.569616505569414, ""target_internal_pump_leakage"": 0.010469020833848078, ""target_valve_condition"": 2.329744658764518}"
hydraulic_systems,5,prism_z_lightgbm,2205,1411,353,441,23,44,4,1.8662583348326272,0.97575164276925,0.975867383352843,"{""target_cooler_condition"": 1.9114457708898296, ""target_hydraulic_accumulator"": 3.9847095266373023, ""target_internal_pump_leakage"": 0.10685983184904646, ""target_valve_condition"": 1.4620182099543306}","{""target_cooler_condition"": 0.998029970190341, ""target_hydraulic_accumulator"": 0.9423143156683772, ""target_internal_pump_leakage"": 0.9821425906549728, ""target_valve_condition"": 0.9809826568976807}",feature_ps2_min,,0,0,0,False,5.42011280415689,"{""target_cooler_condition"": 3.653624935052615, ""target_hydraulic_accumulator"": 15.877910011674073, ""target_internal_pump_leakage"": 0.011419023662806484, ""target_valve_condition"": 2.1374972462380653}"
household_power_consumption,1,simple_mlp,34168,19133,4784,10251,9,3,1,0.0626042708754539,0.0446524061262607,0.1158357858657836,"{""target_global_reactive_power"": 0.06260427087545395}","{""target_global_reactive_power"": 0.11583578586578369}",,,0,0,0,False,0.0039192947318472116,"{""target_global_reactive_power"": 0.0039192947318472116}"
household_power_consumption,1,random_forest,34168,19133,4784,10251,9,3,1,0.059107901239113,0.0420004365094626,0.2118369899284553,"{""target_global_reactive_power"": 0.059107901239113}","{""target_global_reactive_power"": 0.21183698992845534}",,,0,0,0,False,0.003493743988892736,"{""target_global_reactive_power"": 0.003493743988892736}"
household_power_consumption,1,xgboost,34168,19133,4784,10251,9,3,1,0.0582120900814868,0.0416516148531034,0.2355460021411072,"{""target_global_reactive_power"": 0.05821209008148689}","{""target_global_reactive_power"": 0.2355460021411072}",,,0,0,0,False,0.003388647431655144,"{""target_global_reactive_power"": 0.003388647431655144}"
household_power_consumption,1,lightgbm,34168,19133,4784,10251,9,3,1,0.0576892684336179,0.040859164110858,0.2492159563209008,"{""target_global_reactive_power"": 0.057689268433617956}","{""target_global_reactive_power"": 0.24921595632090088}",,,0,0,0,False,0.003328051692406029,"{""target_global_reactive_power"": 0.003328051692406029}"
household_power_consumption,1,cnn_mlp,34168,19133,4784,10251,9,3,1,0.0618812735232154,0.0447679613410452,0.1361398176598375,"{""target_global_reactive_power"": 0.06188127352321546}","{""target_global_reactive_power"": 0.13613981765983751}",,,0,0,0,False,0.0038292920128550063,"{""target_global_reactive_power"": 0.0038292920128550063}"
household_power_consumption,1,ftt_mlp,34168,19133,4784,10251,9,3,1,0.0620988281054554,0.0443374414087977,0.1300550332712386,"{""target_global_reactive_power"": 0.06209882810545547}","{""target_global_reactive_power"": 0.13005503327123868}",,,0,0,0,False,0.0038562644520709066,"{""target_global_reactive_power"": 0.0038562644520709066}"
household_power_consumption,1,two_stage_mlp,34168,19133,4784,10251,9,3,1,0.063156209886074,0.0453068949282169,0.1001771092414856,"{""target_global_reactive_power"": 0.06315620988607407}","{""target_global_reactive_power"": 0.1001771092414856}",,,0,0,0,False,0.00398870684717384,"{""target_global_reactive_power"": 0.00398870684717384}"
